Rating,Review Quote,Full Review,Date of review,Date of visit
50,"Amazing food, great atmosphere","Such a great little restaurant, we loved it. You sit along the bar, choose what you'd like to eat from the selection of tapas on display and they'll cook it in front of you. It was by far the best tapas we had on our trip! It has a really great atmosphere and we had a good laugh with the very friendly staff.I'd definitely recommend, if we're visit Barcelona again we'll be eating hereShow less","Reviewed October 3, 2015",Date of visit: October 2015
50,"Great tapas, small but cozy",The place is a bit small but it has a cozy atmosphere and a friendly staff. Moreover the tapas was just great. You don't select your tapas from a menu but instead just choose from whatever is on display along the bar in the restaurant.,"Reviewed October 2, 2015",Date of visit: October 2015
50,Fabulous Tapas Experience off Placa Real,"Really authentic tapas joint. Sat at the bar, which is really good to see the action. Got stupendous range of classical, veg and international tapas dishes laid out on the counter. You basically point to what you wanted and it is prepared while you watch. Staff were super-friendly, so can only nudge you to pay a visit!Show less","Reviewed September 30, 2015",Date of visit: September 2015
50,Great tapas,You enter this little intimate place and immediately you're greeted by a friendly staff who explain how it all works. I tried probably 5 different types and had a mojito - it all came to around €20 which is a bargain in that area of Barcelona. A little gem!Show less,"Reviewed September 27, 2015",Date of visit: September 2015
50,Just perfect,If you are looking for the best place in Barcelona to eat tapas for an affordable price.. you got it!,"Reviewed September 27, 2015",Date of visit: September 2015
50,Worth the search,What a treasure amongst a plethora of restaurants along Las Ramblas. After reading the reviews we made a point of finding this location the night before our cruise.It is an absolute must if you want to find an authentic Tapas bar. The selection was wonderful and delicious. Dishes range in cost from 2euro- 4.50 and with 2 glasses each of wine and 6 dishes our bill was 34 euro. get there early if you want a seat!Show less,"Reviewed September 23, 2015",Date of visit: September 2015
50,"Excellent tapas, great ambiance, great staff","I love this little tapas bar. The staff are all great people and they have created a comfortable space. There is a nice variety of delicious tapas organized into three groups: traditional, meat based and vegetable based. They have a nice selection of really good wines available by the glass. I know how hard the staff works to prepare and serve all these wonderful bites and I for one really appreciate what they do. ¡Viva Bodega Biarritz!Show less","Reviewed September 23, 2015",Date of visit: September 2015
40,Awesome place and average tapas,"The place is located near Plaza Real and has very few places (most are at the bar). No reservation, therefore you should spend a bit time waiting for the table. We arrived here at around 6:00 PM and easily found a place, while starting from 7-8 PM a queue appeared. The place is awesome, very authentic and having great and hospital personnel. Some of the tapas are very tasty but most of them are standard (not good and not bad), the price for some of them is not fair (for example 3 chicken wings which you can easily find everywhere will cost you 4euros), so you should pay attention to your selection. We had around 10 tapas, two mojito, one cerveza, which totally cost us around 60 euros.In conclusion, the place is worth visiting, but not the best one in Barcelona.Show less","Reviewed September 23, 2015",Date of visit: September 2015
50,Fantastic,Food was fantastic service was good staff very helpful & friendly. Would & will go back again. Don't be put off by the queue worth the wait you won't regret it! Small place but big on everything else that matters. Mojitos are very good too!,"Reviewed September 23, 2015",Date of visit: September 2015
50,"Cute, quaint, and fun tapas and sangria","Strolling through the Gotic on our last day in Barcelona we stumbled on this cute little restaurant on a narrow street just off a plaza not far from La Rambla. All they do is tapas, wine, cocktails and sangria. The are open until the tapas run out, about 10 or 11 PM. Place is full. Have to wait a few minutes outside for a seat to open up at the bar and a smattering of tiny tables. We will definitely go there again if we are ever back in Barcelona.Show less","Reviewed September 22, 2015",Date of visit: September 2015
50,LOVE LOVE LOVE this place!,"We were walking around and happened to stumble upon this place. The mojitos were the best we have ever had! Also, we tried many places in barcelona and this one had the best food as well. We were only here for 4 nights and couldn't help ourselves but to go back a second time we loved it so much! MUST GO!!! The staff is very friendly as well!Show less","Reviewed September 22, 2015",Date of visit: September 2015
50,Favourite of our trip,"When we arrived there were a few people waiting outside to get in, which is always a good sign. We got a great little spot right at the bar and ordered drinks, the waitress was really helpful at explaining everything as our Spanish wasn't very good. This was probably our favourite dinner of the week and didn't have that ""touristy"" feeling to it at all. We had a great evening here, the food was amazing and really good value for money. Its a must!Show less","Reviewed September 21, 2015",Date of visit: September 2015
50,Nice little cosy tapas place,"A really nice place for a casual night. Unfortunately you cannot book in advance but the queue Is pretty quick. We went on a Saturday night around 9pm and only waited for 10 minutes. The food is really nice, you can choose from the counter as the food is all in display. The service was very quick and the staff is very nice. I strongly recommend this place, the best is if you are only in two people as the place is very small and 2 seems to be the most comfortable way to fit in the space available.Show less","Reviewed September 20, 2015",Date of visit: September 2015
50,Great tapas experience,"We came here by an accident, because the first restaurant that we had checked from Tripadvisor was fully booked for the night. We had to start to look for a restaurant and walked by this place and saw that it was full of people and even two people in front of us waiting for a table. I am really happy that we decided to stay here, because this was one of the nicest places during our trip.First of all, the atmosphere was great in this place. It did not even bother that there was not much space in the tables next to the wall. The staff was also really helpful and explained, how everything works in there. Choosing the tapas was really easy. You just simply point at the food with your finger, and after that they explain, what it is, and ask if you still like to have it. We had like 8 different tapas which were all great. I really recommend you to try as many as possible.Overall experience was great, and it did not even cost too much. All in all, it was around 50€ for 4 mojitos and like 8 tapas.Show less","Reviewed September 20, 2015",Date of visit: August 2015
50,We loved this place!,"This is a really friendly, tiny little place down a side street. Go early, order the Sangria and choose from all the tapas options on the bar. The service here is cheerful and efficient and adds to the atmosphere. Because of the close quarters we got chatting with some of the other diners which was fun. A great experience, we would go back next time we're in Barcelona.Show less","Reviewed September 20, 2015",Date of visit: September 2015
50,Anthony Bourdain missed this one,"Best tapas we had in Barcelona. Everything was freshly prepared (even what was on display), tasted fantastic, and was way more affordable than the other recommended places we ate. $26 euros for 4 drinks, 5 tapas to die for! We told everyone we met about this place. Wish I could eat there tonight!Show less","Reviewed September 19, 2015",Date of visit: September 2015
40,BRING CASH!!!!,"Went and tried this place our last night in Barcelona. The reviews indicated it had great food and drinks and they weren't wrong. It's a small restaurant but we went early (7:30pm is early in Barcelona) and were seated promptly at the bar. I highly recommend sitting here as you get to watch the kitchen and it's a little roomier than the seats on the wall. That's when we noticed the ""No Credit Cards"" sign. I had only about 30 Euros on me so was completely focused on staying within that budget. We had a pitcher of Sangria (14 Euros) and four tapas that were priced between (1.50 and 4 Euros). They don't have signs telling you the exact prices for each of the tapas. A server grabs a plate and walks with you down the entire long bar of tapas and you just point out what you want. He gladly exactly explained in English what each of the tapas were. A turkey stuffed Zucchini and goat cheese puff pastry were my favorites. The meat stuffed potato was a little dry but good. I wish I could have tried more but the cash only policy caught me off guard since no reviews pointed to that. Fortunately the total bill only came to 27 Euros. Definitely worth a try!Show less","Reviewed September 19, 2015",Date of visit: September 2015
50,Authentic and delicious,"After reading reviews we had to try it and can honestly say it was definitely worthwhile. Tiny little bar, dimly lit with loads of tapas on the bar which you just pick from and they warm and serve.Food is delicious, all home made and fresh, and whilst portions are small, they are very cheap. We were both fully stuffed and had sank a few beers and hadn't broken €60.Staff are incredibly friendly, and really want you to enjoy the food. They will talk you through everything and despite being busy, are more than happy for you to take as long as you wish.Wonderful place!Show less","Reviewed September 16, 2015",Date of visit: September 2015
50,Thumbs up!!,"We visited this bar three times during our stay in Barcelona. Really great tapas - you should start from the very local authentic tapas (ask the waiter) and continue with your preferences - meat or veggie. They rules of the bar - you must select three tapas (you can easily share with you friend/girlfriend etc), but after you try them you realize you can't stop and ready to take more and more. Highly recommended and really ""must try""!Show less","Reviewed September 15, 2015",Date of visit: September 2015
50,Amazing little gem!,"Best food we had in Barcelona, and incredibly friendly/helpful staff. We wanted to go back but it was closed on our last night. Everything we ate was absolutely delicious. Go early, because it is very small and popular!","Reviewed September 15, 2015",Date of visit: September 2015
50,Amazing drinks only yards from Plaća Real!,"Great tapas bar right off of Plaća Real with great service. One of our group was shopping across the alley so we tried a caipirinha while waiting (Italian mojito) and drank it in the street on our way back to our flat from La Rambla. We had just paid €10/drink in the Plaća 50 yards away and the drinks at Biarrtiz are €3-5 and delicious! What an awesome find!! I want to try their enticing tapas that were laid out on display but when we tried to go back tonight .... We found they are closed Wednesdays and Thursday's?? Note: Their hours on TA said they were open but they were definitely closed tonight. It made me so sad that we won't be able to enjoy them before we leave on Friday. :(If you are in town, make sure to stop by for atleast a drink if they're open!Show less","Reviewed September 15, 2015",Date of visit: September 2015
50,What a find!,"We stumbled across this place on our first night in Barcelona and what a find! Tiny but full of character. Food is AMAZING and very authentic. The staff were so warm and hospitable and every dish was explained to us patiently. We had 7 or 8 different dishes, a coke and 2 glasses of red wine and it came to 34 euros, amazing! Best meal we had during our stay! Only thing was we didn't find out chairs particularly comfortable. We were on a little table by the wall and felt like we had to perch /balance. Next time, we'll ask for a seat at the bar. This wouldn't stop us from returning though! :-)Show less","Reviewed September 13, 2015",Date of visit: September 2015
50,Amazing place and food,Very friendly place...Very nice food...sangria was amazing...not the usual restaurant and I definitely would go back.,"Reviewed September 13, 2015",Date of visit: September 2015
40,Wish I'd eaten.,"Stubbled across this place one afternoon after we had already eaten. Stayed for a couple of drinks and some padron peppers with the view that we would return another day to eat, but unfortunately we ran out of days. As we entered,the Bar was full of amazing looking Tapas, the staff were very friendly and obliging, will go back here on our next visit to Barcelona.Show less","Reviewed September 12, 2015",Date of visit: August 2015
50,Best tapas in Barcelona,"Having read great things about Bodega Biarritz on here we decided to give it a try and we were certainly not disappointed! From the outside it is probably somewhere we wouldn't have chosen to eat at, but don't be put off. The staff are extremely friendly and welcoming, accommodating everyone where possible despite this place being on the smaller size! There is a friendly, chilled atmosphere inside with service being laid back. You cannot go wrong with the 4 euro mojitos (some of the best we had in Barcelona) and as for the food...definitely the best tapas we found in Barcelona. If I had not read reviews I wouldn't have been sure on the procedure of this place though as it wasn't really fully explained. After choosing the various things you want, they are warmed up and brought over. There is a huge variety to choose from and we were spoilt for choice really. Luckily we were able to go up and choose more food again and again! We left feeling stuffed having eaten lots of tapas, with 2 mojitos and 2 beers and the bill came to just over 40 euros! amazing value for money, a must eat if you are in Barcelona!Show less","Reviewed September 11, 2015",Date of visit: September 2015
50,gorgeous !!!!,"NIce food, cheap drinks, all is well . . We will come back as soon as possible ! ! Best regards :D !","Reviewed September 10, 2015",Date of visit: August 2015
50,"Good Atmosphere, delicious food","Small little tapas bar, filled with delicious Spanish food. There is a line to get it, but the turn around is very quick! The staff are very friendly, the food is amazing and well priced.","Reviewed September 6, 2015",Date of visit: September 2015
50,Great experience,Very small. Very enjoyable. Ok so the food is not haute anything and the environment is homely rather than professional but as a night out it's great. We've been looking for good food in Barcelona for a few days and this is the best we've found by a long way.Not expensive. Everything was good. Order with confidence.Show less,"Reviewed September 2, 2015",Date of visit: September 2015
30,"Good service, but mediocre food.","Nice place but very small, so frequently crowded. Fish and seafood lovers will be disappointed, no tapas of this kind at all. Meat and vegetarian tapas are good but not exceptional in any way. Very efficient English speaking staff. Reasonable prices. Good location, very close to RamblasShow less","Reviewed September 1, 2015",Date of visit: August 2015
40,great value for money !,"We noticed the restaurant because of the queue outside of people waiting to get seated. As the other tapas bars around looked deserted we decided to stand in line too.And we definietly not regret at all ! Very nice and cheap food with great service enventhough the bar is very small. Not your place if you are clautrophibic, but for everyone else a great place do have diner !Show less","Reviewed August 30, 2015",Date of visit: August 2015
50,Delicious local food,This was one of the best restaurants we ate at during a week visit to Barca. The place is quite small so if it's busy you'll have to wait for a table but they turn around quickly.It's a small narrow restaurant serving tapas/pintxos dishes. Really delicious and a wide selection of Spanish food. You choose what you want and the staff prepare it and bring it to you.Also one of the better places we ate at regarding price. Win-win! Definitely recommend is you are in the area.Show less,"Reviewed August 29, 2015",Date of visit: August 2015
40,Hard to find but worth the effort,"Great food, great service, great vibe, really glad we went and will try and find it again tonight. It was such an improvement on the Sussex joints that abound","Reviewed August 28, 2015",Date of visit: August 2015
50,Loved it!!,"Terrific local place just off the Main Street in the Gothic Quarter. Wow. Small, intimate, warm. Great tapas lined up at the counter, take your pick. Vegetable, meat and traditional. Outstanding. Would love to go back!","Reviewed August 28, 2015",Date of visit: August 2015
50,Still one of the best tapas bars in Barcelona,"Returned to this tapas bar which we visited a year ago. Same staff, more tapas choices, great wine selection. With friends this time and they all loved it too. Well worth a visit. It's quite small, only seats about 22 or so but you will be glad you waited if you have to queue. Love it!Show less","Reviewed August 28, 2015",Date of visit: August 2015
30,Something different,"Basically choose from the variety of pintxos on the bar and they heat it up for you. All very meaty, veggie and cheesy but NO seafood as the chef is allergic to it if you can believe that. Enjoyed the experience but it's not your typical or traditional tapas. Only frequented by tourists from what we could make out, so you can do a lot better if seeking a true Spanish experience in Barca.Show less","Reviewed August 27, 2015",Date of visit: August 2015
40,A great choice for tapas!,"This is a great little restaurant to eat for some delicious tapas! It's another small restaurant that's popular in the area, so we did have a little bit of a wait. Fortunately, the wait was only about 20 minutes. The host came to us to see how we were doing every once in a while to chat. He kept us entertained during our wait.When we were finally seated, we were at the bar and the restaurant was pretty packed. He explained to us how the restaurant worked. After a couple minutes, the waitress came to serve us. All of the food is displayed on the bar. We went down the bar with the waitress explained what was being served. She explained each item that we asked about, then she put anything we decided we wanted on a plate. After we'd chosen what we wanted, she took the plates of our food to the cook to be plated. Everything was plated so nicely, and the food was delicious! I enjoyed our whole meal! We definitely ate with our eyes when we picked out food, so we were completely stuffed by the end of our meal!The only thing I didn't like was having to go behind people while they were eating to choose my food. It felt like it would be a little disruptive having people constantly standing behind you and pointing at the food to choose what they want. But I did really like the concept of being able to see all the food and getting to choose each item individually.It was really a great experience, and the food was delicious! If given the opportunity, I would definitely go back and eat there again!Show less","Reviewed August 23, 2015",Date of visit: August 2015
10,Not worth it,"We were looking forward to a traditional tapas meal. At first we were let down by the incredibly small, cramped and hot location. It was probably around 35 degrees celsius inside.Then we we're showed the different dishes, and were told the prices varied between 2-4 euros.We ordered around 10 pieces, and the food was below avarage. Some quite dry, and many of them tasted the same, like they just the same seasoning on everything.We had, in total, three beers and two glasses of wine, no desserts, and ended up spending 70 euros. We were shocked when we saw this. The bill was handwritten, and no prices we're displayed on the different foods, so there was no point in arguing either. We ate so much better, at many restaurants in Barcelona, for far less money.Show less","Reviewed August 23, 2015",Date of visit: August 2015
50,A delightful local tapa bar!,"Some might say tiny, I'd say intimate. There wasn't a tapa we didn't enjoy. Point to what you think you want...then you get a description of the ingredients. After choices are made, they are popped into the oven to be warmed to perfection before being served. All along the tapa bar, folks were saying, that one was good. Oh and I liked that one, and....Atmosphere is fun and friendly!Show less","Reviewed August 22, 2015",Date of visit: August 2015
50,Best Meal in Barca,"After 4 days in Barca, we stumbled upon this place. Wow! The food was spectacular!There may be a wait at the door but it's worth it. The selection is varied and everything gets finished in the oven, meaning the cheese is just a touch crispy (so extra delicious). Get the Catalan Pie if they have it (tomatoes, peppers and onions). Can't recommend this place enough.Show less","Reviewed August 19, 2015",Date of visit: August 2015
50,Best inexpensive meal,Upon landing in Barcelona stopped in at this bodega late night. The variety was limited due to our late visit but food and service was top notch and VERY AFFORDABLE!,"Reviewed August 18, 2015",Date of visit: August 2015
50,"Fantastic restaurant, should not be missed!","This restaurant was wonderful, an authentic Spanish feel and amazing food, there was a small queue to get in but it is definitely worth the wait. Staff were friendly and the price was good value for the high standard of food, I will certainly be going back :)Show less","Reviewed August 18, 2015",Date of visit: August 2015
50,Tapas for dinner um !,"A little tapas bar off one of the main tourist squares at Las Ramblas. Ignore the glitz of the square and head for the fantastic tapas in this traditional, friendly a busy bar. Tapas are varied and tasty, staff great and reasonalbly priced. Make it a stop on your trip.Show less","Reviewed August 17, 2015",Date of visit: August 2015
50,Amazing,"Wow I love Tapas but this takes them up a notch or two. Good value, amazing service and the most delicious tapas. Next time I am in Barcelona I will be back to try a few more. This is more of a full meal so make sure you arrive hungry to enjoy the scrummy tapas!!Show less","Reviewed August 17, 2015",Date of visit: August 2015
50,Totally worth the wait,"Waited about 1 hour ½ to be assigned a very tiny table in this restaurant (half a small table and 2 bar stools), but it was totally worth it since the food was amazing. We had one of our best meals in Barcelona at this place but we wouldn't spend a night there since it's very loud and uncomfortable.Tapas were excellent, especially for the price. Very nice tapas bar, do not hesitate but be prepared to queue.Show less","Reviewed August 17, 2015",Date of visit: June 2015
50,Amazing Experience,"Great tapas, cool atmosphere and cold drinks, all for good prices. Good location as well. It does lineup sometimes, but the it moves quickly and is definitely worth it.","Reviewed August 17, 2015",Date of visit: August 2015
50,Amazing food and great service,Hands down the best tapas we have had in Barcelona! Very good value and a nice atmosphere inside. Be prepared to que foe about 30 minutes if you want to eat between 9 and 11 though,"Reviewed August 17, 2015",Date of visit: August 2015
50,Best Tapas in Barca - brilliant value too,Totally the best tapas in Barcelona - the flavours were to die for very helpful staff who seemd to know all languages....,"Reviewed August 16, 2015",Date of visit: August 2015
50,Fabulous!,Great food and excellent service 👍 Everything we ordered tasted fantastic. Loved it. The staff was very kind to our kids 😁,"Reviewed August 16, 2015",Date of visit: August 2015
50,Very good food and cheap! Cash only,"Four of us had dinner here and it was very good. It is an extremely small place, and there are no tables for four, so we ate at the bar. All dishes have already been cooked and are served family style. We tried most of everything and thought all of their dishes were very yummy. This is a cash only place, and our bill (with several glasses of wine, 8?) was $99. I would go here again ...Show less","Reviewed August 14, 2015",Date of visit: August 2015
50,"Tiny, hot & delicious","This place was great! Everything on the menu was good, really! When you arrive, there will likely be a line. We waited for about 30 minutes - there are only about 20 seats in the whole place. This means that it's very warm inside, so be prepared! This would not be a good place to go with more than 2 or 3 people.Show less","Reviewed August 12, 2015",Date of visit: August 2015
50,Must try!,"If there is one Tapas restaurant in Barcelona that you're going to go to, make it this one. Everything from start to finish was flawless. Came here with a group of friends and was not disappointed. All the way from their patient explanation to laughing at us when we told them how much food we wanted (we finished everything and more). The staff were professional and attentive, tended to our every need in this intimate environment. If I'm ever back in Barcelona, I will most definitely back. Thank you kindly for this experience, you made out Barcelona trip that much more memorable!Show less","Reviewed August 10, 2015",Date of visit: August 2015
50,Evening tapas,"Fantastic little place, good atmosphere, good food, fantastic service and fantastic value, thank you to the super staff we will visit every time in Barca.","Reviewed August 5, 2015",Date of visit: August 2015
40,Wide selection of tapas!!,We got here after running in the rain so we were happy to find it!! It is located in an alley near a square so u actually need to look it up on the map. Its a small place so i suggest you get there early enough to get a seat. Me and my friends sat at the bar where u have a wide selection of tapas laying in front of you across the bar! The staff is very friendly and helpful. U walk across the bar and choose the tapas u want to have while the staff explains to you what everything is. The prices are reasonable and the food is good. It is a good choice so u can taste a bit of everything and try out real tapas. U have to get a sangria along with ur meal!!Show less,"Reviewed August 2, 2015",Date of visit: August 2015
40,Great Authentic Tapas,"This is a small tapas restaurant with a local feel. It was somewhat difficult to find but was definitely worth the effort. This is a nice restaurant for your first night in Barcelona as you can eat at any time. Barcelona restaurants don't start serving until about 8 PM. They do not take reservations and get busy so it makes sense to arrive early. In fact they filled up while we were there and put a rope across the door until space became available. They served drinks to those waiting outside. This is a very casual restaurant and service was just OK. However, the tapas were great and we had the best sangria here of our entire trip.Show less","Reviewed July 30, 2015",Date of visit: July 2015
30,Nothing wrong / nothing special,An okay place. Really nothing wrong with it but I can't say I found the place in anyway special either. Very small place. We waited for maybe 15 minutes to get in. I wouldn't wait again though.,"Reviewed July 30, 2015",Date of visit: July 2015
50,Pleasant surprise,"This restaurant is so good. It is very tiny and from the outside it doesn’t look that interesting but don’t let it fool you! It really is very interesting! And it is always filled with people. Tapas there are very, very good. They have a lot of tapas to choose from and the cook it right in front of you. The service is good and the people how work there always seem to be having a good time. That along with the old fashioned and narrow space makes the atmosphere really nice and special.Really cheap also so you can go there on regular bases.Show less","Reviewed July 29, 2015",Date of visit: June 2015
50,Fantastic atmosphere- great food,"It is a friendly, effectively managed bar with perfect food. The service is professional! The only "" bad"" comment: too small pace.","Reviewed July 28, 2015",Date of visit: July 2015
50,Great little tapasbar,"Exactly what i looked for. Away from the noise and masses of people from the ramblas, this little tapas bar serves excellent food for a cheap price. The chickenwings and crouquettas (mushroom) where great. There is some waiting time, but it is worth the wait.","Reviewed July 28, 2015",Date of visit: July 2015
50,Fantastic,Wonderful food and service! The tapas and sangria taste amazing and the servers explain each dish very well. It is often busy with a line at the door but it is worth the wait. A must for visitors to Barcelona!,"Reviewed July 27, 2015",Date of visit: July 2015
50,Best Tapas we had in Barcelona with amazing staff!!,"We walked past this tapas bar and it looked nice so we went in! People were very welcoming and tapas just Amazing!!! We went back again with family on the same day, they recognised us so they did not make us queued up to get inside. I would definitely go back there on my next trip to barcelona!!! I recommend, You won't be disappointed!! It is very chap as well!! Sangria is about 3,50€ and tapas from 1.5€ to 4€. For 6 of us we had a lot of tapas and a jug of sangria with at least one beer each, it only cost about 80€!!Show less","Reviewed July 25, 2015",Date of visit: July 2015
50,Great Place and Staff,"Wife and I went there to try the food as i heard about it on TripAdvisor. The place is small but is great to hang out and grab pretty good food. The best part is the host and staff. You may end up waiting in line, however the host keeps you entertained while you wait.Trying to get back there before we leave.Show less","Reviewed July 24, 2015",Date of visit: July 2015
50,great little restaurant,"We ate here a couple of times whike on holiday and enjoyed it every time.In a nutshell, great service, tasty food and cheap food and drinks (€4 mojitos).Really friendly place but gets very busy and you would struggle to get a group more than 6 people in when busy.Definitely recommend a visit here.Show less","Reviewed July 24, 2015",Date of visit: July 2015
50,Small and cozy,"We found this on Trip Advisor and were very satisfied. This is a very small tapas bar. The hosts are super friendly and welcoming. The choices are placed on the bar and the host explains your options. Once you select, they heat the food up and serve it to you. We enjoyed everything that we ate especially the chorizo sausages and the tartswith spinach and goat cheese. They were both flavorful and crunchy. The main drawbacks are that they do not accept cards and it was not air conditioned.Show less","Reviewed July 23, 2015",Date of visit: July 2015
30,Expect something better,"Due to this high rate we choose this place, but food doesn't reach expectation.Everything was cook before and only put in oven at the moment customer require, maybe some excess of calories with too much cheese everywhere.Price not too much expensive, but also value of food isn't so valuable.Rowdy, hot, friendly atmosphere.Show less","Reviewed July 21, 2015",Date of visit: July 2015
50,Best tapas in town!!!,"You should go here for a really great tapas experience!!! Very small place, and a bit hard to find but food, drinks and level of friendliness and service exceeds all expectations!!! Try it, you will not regret!!","Reviewed July 19, 2015",Date of visit: July 2015
50,"Must visit, Yum!!","I loved eating here and wish id tried it sooner. Cute little bar just off the plaza with an amazing selection of tapas. I loved the amount of different selections they had (didnt look the same as everywhere else too) especially vegetarian options, although im not one i loved the zucchini and aubergine stacks and the patatas bravas was the best ive tasted and i couldn't get enough of their tomato-ish sauce, YUM. Really good quality food, great sangria and lovwly staff to top it off!Show less","Reviewed July 18, 2015",Date of visit: July 2015
50,Great Tapas Experience,Out family of 3 squeezed into a corner table and sample many different tapas. Our son easily found things to eat. They were very kind in walking us through the selections. Highly recommend if you can get in.,"Reviewed July 18, 2015",Date of visit: July 2015
50,A must in Barcelona!,"My wife and I tried a few Tapas restaurants while in Barcelona and this one was definitely a highlight. While we waited in line to get a table (preferably at the bar in this very small restaurant), they asked if we wanted drinks. The strawberry Mojjitos was great! The lady behind the bar speaks many languages and is very friendly as is the rest of the ""family"" that works there. The tapas was very good and had we not discovered this place late into our week in Barcelona, we would have gone again.Show less","Reviewed July 15, 2015",Date of visit: July 2015
50,Great restaurant tucked away,Went here twice on our short break to Barcelona because the food was excellent and the service equally as good. We sat at the bar and picked our food while enjoying delicious mojitos at a very reasonable price. We ate well and had a few drinks and cost about 50€ between us. Brilliant staff and food. Worth a visit for a relaxing dinner.Show less,"Reviewed July 13, 2015",Date of visit: July 2015
40,Great tapas and drinks,We came here and there was a line out front. The line moved fairly fast. Once seated we quickly got drinks and the ice cold mojitos and sangria were welcome in the warm interior. You choose the tapas from the bar and they plate them nicely before giving them to you. It's an advantage to get there early because dishes were selling out fast. Wait staff was very nice!Show less,"Reviewed July 13, 2015",Date of visit: July 2015
50,Hot little gem,"Coming as a pair we managed to snag one of the remaining tables in this tiny restaurant as it was already busy when we arrived. The process of ordering food was unusual to us (walking past the foods and having the server pick up the ones we wanted) but after reading the process on the napkin holder on the table and watching others do it, it all went smoothly.As a tapas bar, the food was very filling, unlike the other tapas we had tried in other places- yet it was still delicious. Something seemed to be making the room very hot, but this didn't detract from the cool atmosphere, as everyone was close by and friendly. I cant imagine coming as a big group to this place but it was a great little place well hidden away.Show less","Reviewed July 12, 2015",Date of visit: July 2015
50,"Awesome food, great price and excellent service with PATIENCE","I can't say enough of the patience they had for us eating tapas for the first time, in a very small and crowded place that is disorienting to the ignorants like us.Then the selection of food for dinner was good enough to satisfy our normally picky eating teen. Chicken wings and mini burgers were good to satisfy them.We adults had a mix of vegetable and other meat dishes. With 4 drinks and food for 2 adults and 2 teens, our bill was just €53. Big Tapas were about €4, smaller ones €3. They ran out of calamari we wanted to try. Be aware they also have a menu on their wall with about 8-10 choices like for patatas, ham and calamares.I recommend you bear with the wait to at least try the experience. It does need some patience on your part too.Our teens had a fun time with this new experience .Show less","Reviewed July 12, 2015",Date of visit: July 2015
50,Efficient and delicious!,The food is fantastic and the staff (all four of them) are so friendly and helpful. The speed and efficiency in which they work is a sight I will not soon forget. It is easily the best restaurant I have eaten at in Barcelona. I find it very difficult to put into words how much of a pleasant dining experience I had. If you come to Barcelona this is a restaurant you really should visit.Show less,"Reviewed July 12, 2015",Date of visit: July 2015
50,Authentic & amazing tapas!!,"Had a little wait outside to get seated but it's worth it, grab a mojito and browse what's out on display. Everything has a unique flavour, there spicy sauce is very individual, the pastry cheese and ham bakes are delicious. Everything tasted incredible, and it's well priced! 10/10 great service and staff too!Show less","Reviewed July 12, 2015",Date of visit: July 2015
40,Eclectic,"Owners were so friendly, walked you through all the tapas dishes on display. A real feast for the eyes ! You then choice what you want and in minutes they are back beautifully displayed in front of you. Limited beer menu was the only let down. Even the bill was a pleasant surprise. NOTE: take cash, they do not take cards.Show less","Reviewed July 9, 2015",Date of visit: July 2015
50,Amazing,"Our only regret is that we discovered this place on our last night in Barcelona. Even with a map and an address in hand, it was kind of tricky to find. Don't give up on your search because it's so worth it.Total capacity is about 15 but don't let that discourage you. Wait in line if necessary. It's so worth it.Service was energetic which helped deflect your attention away from the cramped quarters and warm temperature in the restaurant. Gerrard was awesome - thanks again!Food is laid out on the bar. You go up and tell the lady behind the bar what you'd like and she puts your order together.We had a chorizo panini... Amazing amazing. Chorizo straight up... To die for. Zucchini topped with ground chicken... Oh wow. Cat fish croquette, marinaded olives... The list goes on and on.We had about 9-10 tapas and 4 alcoholic drinks. Total bill about 45-50 euro.Yummy yummy can't wait to go back again.Show less","Reviewed July 9, 2015",Date of visit: June 2015
50,Terrific!,"Our first stop for Tapas in Spain and it did not disappoint. A very small space, but they have a wide selection of delicious tapas. Highly recommend the meatballs and spicy chicken. I was hesitant that all of the food was sitting out in the open, but it tasted great.Show less","Reviewed July 6, 2015",Date of visit: July 2015
50,"Awesome tapas, quick to serve!","We came to this restaurant in a two. The place looked quite small, and we hesitated to stay there. However, after the pleasing staff showed us the wide range of different (and absolutely delicious!) tapas, we ordered as many as our stomachs could hold. Excellent tapas were heated as served quickly. Atmospheric music could also keep us joyful for the rest of the stay. Not too expensive, and welcoming staff. Great restaurant that I would recommend it to anyone that is looking for some typical Spanish food. Me gusta!Show less","Reviewed July 5, 2015",Date of visit: July 2015
50,Great Tapas in a Fun Atmosphere,This was our first experience with Tapas in Spain and we were not disappointed.Everyone involved in operating this tiny bar is warm and friendly. The tapas is on display so you just point to what you want to try. The tapas is gastronomic - every item is delicious. The atmosphere is warm and friendly and it's hard not to end up chatting to the people squeezed in next to you. An essential Barcelona experience !Show less,"Reviewed July 4, 2015",Date of visit: June 2015
50,You MUST Dine Here,"I/we have experienced Tapas all over Spain and certainly there are numerous great Tapas venues, but this establishment is an absolute must visit. When it comes to eating Tapas we shall only dine here whilst in Barcelona. Absolutely fantastic.","Reviewed July 4, 2015",Date of visit: July 2015
