,Year of review,Month of review,Day of review,Rating,Review Quote,Full Review,Clean Full Review,Total Words Review,Total StopWords
1420, 2019,4,14,4,5 stars for the food,"5 stars for Cindys service. The personnel was very friendly and smiling, always a good sign when the owner is having a drink with the customers!",5 star cindys service personnel friendly smiling always good sign owner drink customer,26,13
1421, 2019,4,17,4,"Great Find, Great Food, Great Price","We went to Bodega Biarritz on our last night in Barcelona, wanted to enjoy tapas and to try something different. This place was very small but very intimate. We sat at the bar at the back of the restaurant and was plenty of space we needed for 2 people. The place was crowded and we felt extremely lucky to get right in (we realized when we left that there was a line / long wait). The tapas were amazing.We selected a menu option where they bring you any 8 tapas that they choose. The instructions were that we would try what they brought us and if there was anything we didn't like, they would swap it out with something else, no questions, only smiles. They first brought 2 very different style/tasting tapas. Both were delicious. Then they asked us which one we preferred. Based on that, they selected the remaining 6. Everything they brought was incredible so we never had to swap anything out. Also, it was extremely filling. At the beginning, I was sure that splitting 8 tapas between the 2 of us wouldn't be enough food but I was struggling at the end.The service was also fantastic! The servers who brought us food were so friendly and fast with any requests we had.And then finally the check... this was by far the lowest cost meal we enjoyed over our 10 day Spanish travels. The cost for the food was so reasonable and the wine was really well priced and extremely tasty. This was such a fun and intimate experience. I wish we could've stayed there longer to enjoy drinks with the staff but unfortunately, once the food is done, they ask customers to go elsewhere to continue drinks so they can serve the waiting line outside.Overall, I highly recommend.Show less",went bodega biarritz last night barcelona wanted enjoy tapa try something different place small intimate sat bar back restaurant plenty space needed 2 people place crowded felt extremely lucky get right realized left line long wait tapa amazingwe selected menu option bring 8 tapa choose instruction would try brought u anything didnt like would swap something else question smile first brought 2 different styletasting tapa delicious asked u one preferred based selected remaining 6 everything brought incredible never swap anything also extremely filling beginning sure splitting 8 tapa 2 u wouldnt enough food struggling endthe service also fantastic server brought u food friendly fast request hadand finally check far lowest cost meal enjoyed 10 day spanish travel cost food reasonable wine really well priced extremely tasty fun intimate experience wish couldve stayed longer enjoy drink staff unfortunately food done ask customer go elsewhere continue drink serve waiting line outsideoverall highly recommendshow le,302,148
1422, 2019,4,17,5,Overrated,"Not worth going cuz it’s really overrated, we were served like eight tapas, to be honest, I don’t think either of them was tasty, the cocktail was terrible too, too much sugar at the bottom.",worth going cuz really overrated served like eight tapa honest dont think either tasty cocktail terrible much sugar bottom,35,14
1423, 2019,4,18,4,Wonderful! A hidden gem!,Both my sister and brother have visited Barcelona previously. This was my first visit and when askng for food reccommendations they both HIGHLY recommended Bodega Biarritz 1881. I ate there today and was not dissappointed! The staff and food were an absolute delight! Thank you Jennifer for your exceptional service.Show less,sister brother visited barcelona previously first visit askng food reccommendations highly recommended bodega biarritz 1881 ate today dissappointed staff food absolute delight thank jennifer exceptional serviceshow le,51,24
1424, 2019,4,20,4,Fantastic friendly visit,"Very quirky little place, the restaurant is small and is only able to accommodate tables of two. The restaurant up the road caters for larger tables. We arrived at 7.45 and had to wait in a que outside for 45minutes. If your hungry, I would suggest getting there around 7. However, the wait for worth it!We opted for the set meal €40 for two people. Fantastic! The food was wonderful, there was a good variety of flavours and because they choice the dishes for you, we just sat back and relaxed! Our server Mona was very attentive and very informative.We were very happy with our decision and would defiantly come again.Show less",quirky little place restaurant small able accommodate table two restaurant road caters larger table arrived 745 wait que outside 45minutes hungry would suggest getting around 7 however wait worth itwe opted set meal 40 two people fantastic food wonderful good variety flavour choice dish sat back relaxed server mona attentive informativewe happy decision would defiantly come againshow le,112,53
1425, 2019,4,20,5,Worth the wait,"Although I was lucky enough not to wait at all, I know for sure it may take a while to get in. It is an experience worth waiting for. Interesting combination of food and very good service. Naty was very nice and helpful.",although lucky enough wait know sure may take get experience worth waiting interesting combination food good service naty nice helpful,43,20
1426, 2019,4,21,4,True authentic experience,"Lovely ambiance and food experience, we enjoyed every single dish. Silvya was our very attention server, she took the time to explain the menu and the flavours.",lovely ambiance food experience enjoyed every single dish silvya attention server took time explain menu flavour,27,11
1427, 2019,4,21,4,Great tapas place!,"We went to Bodega Biarritz after reading TripAdviser reviews. We loved it. Tapas was delicious and plenty. They offered a great variety. Our waiter, Gianmarco was friendly and helpful. Highly recommend but go early or be prepared to wait. And bring cash, no credit cards accepted.Show less",went bodega biarritz reading tripadviser review loved tapa delicious plenty offered great variety waiter gianmarco friendly helpful highly recommend go early prepared wait bring cash credit card acceptedshow le,47,17
1428, 2019,4,22,4,Fantastic,"One of the best restaurants we have eaten in. We arrived at 5pm so go a seat quickly enough but the queue wasn't in forming outside. Jennifer was our waitress who was excellent and explained all of the tapas on offer and kept the wine topped up. We didn't like one of the tapas we tried and Jennifer replaced it with another no problem, free of charge. Definitely worth a visit if in BarcelonaShow less",one best restaurant eaten arrived 5pm go seat quickly enough queue wasnt forming outside jennifer waitress excellent explained tapa offer kept wine topped didnt like one tapa tried jennifer replaced another problem free charge definitely worth visit barcelonashow le,75,36
1429, 2019,4,23,4,Great little spot for a Tapas fix,"My regular haunt when in Barcelona and in need of somewhere central and reliable for tapas fix.I was just in Barcelona overnight ahead of an early morning flight home and went for a wander around for the evening. So many of the places around Placa Real are completely over-priced and entirely tourist-focussed, but Bodega Biarritz is a hidden gem, and very reasonable. Of course, given its location, it's not going to be some off-the-beaten-track neighbourhood local, but the food and wine are very good, the staff are friendly and helpful, and the vibe is quirky and fun.No reservations, and gets very busy, so go early if you can. If not they serve you wine as you queue, and its usually the catalyst to some interactions with other diners, as are the small tables, the tiny footprint, and the lively atmosphere once in.On this occasion, our server was Mona, who was very engaging, attentive and fun, as well as turning out to share an interesting heritage with my dining companion. It seems most of the staff are Post-Grad University students, so you get a bit of education with your tapas - on this occasion the environmental challenges faced by Leopards and Cheetahs in Iran- I didn't even know there were any... but I do now! Manmoon azizam!Show less",regular haunt barcelona need somewhere central reliable tapa fixi barcelona overnight ahead early morning flight home went wander around evening many place around placa real completely overpriced entirely touristfocussed bodega biarritz hidden gem reasonable course given location going offthebeatentrack neighbourhood local food wine good staff friendly helpful vibe quirky funno reservation get busy go early serve wine queue usually catalyst interaction diner small table tiny footprint lively atmosphere inon occasion server mona engaging attentive fun well turning share interesting heritage dining companion seems staff postgrad university student get bit education tapa occasion environmental challenge faced leopard cheetah iran didnt even know manmoon azizamshow le,217,110
1430, 2019,4,24,4,Authentic tapas and sangria!,"The Bodega is lively and loads of fun --- and it opens at 5 PM for an early dinner. Sabrina took the time to explain to us in perfect English how the menu works. We selected the larger tasting menu for two and house sangria and were thrilled with the results. The Bodega team served more food than we could possibly consume in one sitting, and we enjoyed a nice selection of several dishes. For a couple, the smaller tasting menu for two is more than enough food. We particularly enjoyed the fresh fruit at the bottom of the sangria mugs. Worth the 15 minute wait for a seat at the bar!Show less",bodega lively load fun open 5 pm early dinner sabrina took time explain u perfect english menu work selected larger tasting menu two house sangria thrilled result bodega team served food could possibly consume one sitting enjoyed nice selection several dish couple smaller tasting menu two enough food particularly enjoyed fresh fruit bottom sangria mug worth 15 minute wait seat barshow le,113,50
1431, 2019,4,26,4,Barca Favourite,"Thank you Mona for taking care of us, for explaining and serving us our tapas experience.€30 for 2 people to enjoy EIGHT delightful tapas plates, plus an appetiser. Great for an introduction to Catalan cuisine and enough food to cater for two hungry diners.Mona asked if there were any allergens or food we wouldn’t prefer so the plates could be tailored to our preferences.The bodega only holds about 24 people (we counted!) so you may have to queue. But it’s worth it.The food, service, surroundings and experience was very enjoyable indeed and a mere few seconds away from Plaça Reial.The bodega is cash only. There are nearby cash machines should you wish to nip out, but if you’re a lone traveller, ensure you’ve money to hand.I’d absolutely recommend Bodega Biarritz and hope to visit again some day!Show less",thank mona taking care u explaining serving u tapa experience30 2 people enjoy eight delightful tapa plate plus appetiser great introduction catalan cuisine enough food cater two hungry dinersmona asked allergen food wouldnt prefer plate could tailored preferencesthe bodega hold 24 people counted may queue worth itthe food service surroundings experience enjoyable indeed mere second away plaça reialthe bodega cash nearby cash machine wish nip youre lone traveller ensure youve money handid absolutely recommend bodega biarritz hope visit dayshow le,138,54
1432, 2019,4,27,4,Pleasantly surprised with an awesome meal and atmosphere,"I had a great experience in this place. Delicious food, cozy environment, extremely attentive and pleasant service by Sylvia.",great experience place delicious food cozy environment extremely attentive pleasant service sylvia,19,7
1433, 2019,4,28,4,Amazing tapas,"Second visit to Barcelona and had to visit here again. Tapas are amazing. Tiny restaurant, be ready to wait for a table unless you get there early. Great atmosphere and very friendly and helpful staff. Put this on your list of places to visit.",second visit barcelona visit tapa amazing tiny restaurant ready wait table unless get early great atmosphere friendly helpful staff put list place visit,44,20
1434, 2019,4,28,4,Great food,very cozy place with very good food. service was top notch and our waiter Sandra was absolutely imaginative.We order 8 tapas as they adapt to your wishes.,cozy place good food service top notch waiter sandra absolutely imaginativewe order 8 tapa adapt wish,27,11
1435, 2019,4,29,4,Wow! Such a great find!,"What can I say? So glad we stumbled across this authentic yet unique Catalonian restaurant. The food was sublime, the atmosphere and decor warm and welcoming, and the service second to none! Those working here clearly have a passion for food and people in equal measure. Our waitress Sabrina was charm personified, and nothing was too much trouble. She should be commended! We will be back.Show less",say glad stumbled across authentic yet unique catalonian restaurant food sublime atmosphere decor warm welcoming service second none working clearly passion food people equal measure waitress sabrina charm personified nothing much trouble commended backshow le,67,32
1436, 2019,4,29,4,Super cozy beautiful place with delicious food and amazing service,Very impressed by the place - food is yummy. Sabrina was a super friendly and helpful host. Many thanks!!,impressed place food yummy sabrina super friendly helpful host many thanks,19,7
1437, 2019,4,29,4,Great tapas!,"We had the surprise menu and everything was very good! Sabrina was our waiter for the evening and she was really helpful, friendly and focused ❤️",surprise menu everything good sabrina waiter evening really helpful friendly focused,26,14
1438, 2019,4,3,4,Great reviews prompted visit,"Here in Barcelona to see our son who is at uni here and wanted somewhere to eat tapas. Looked on here for some tips and found this place. It is small like people say but when we arrived a girl called Sabrina walked us to their other restaurant which was a few mins away. She then stayed to serve us through out and was brilliant. The food was amazing I cannot recommend the fixed menu enough. We opted for the 40 euro plan and they did a half menu to make it for the 3 of us. With this and two large beers, 2 small beer, glass of sangria and 2 riojas the bill came to 85 euros (Inc service) which was brilliant. Had too much food tbh and all of it was sooo tasty and was served very quickly. Don't forget that this is a cash only restaurant so get euros first. The whole of the Gothic quarter is amazing too, well worth a visit. Thanks to all on here for the reviews....really helped to make this a great great nightShow less",barcelona see son uni wanted somewhere eat tapa looked tip found place small like people say arrived girl called sabrina walked u restaurant min away stayed serve u brilliant food amazing cannot recommend fixed menu enough opted 40 euro plan half menu make 3 u two large beer 2 small beer glass sangria 2 rioja bill came 85 euro inc service brilliant much food tbh sooo tasty served quickly dont forget cash restaurant get euro first whole gothic quarter amazing well worth visit thanks reviewsreally helped make great great nightshow le,183,92
1439, 2019,4,30,4,One of Barcelona's best restaurants.,Actually didn't have much idea of what we were ordering but everyone in our large group enjoyed their tapas.,actually didnt much idea ordering everyone large group enjoyed tapa,19,10
1440, 2019,4,4,4,Excellent,The best place to try authentic tapas atmosphere. Lovely and friendly staff. And an amazing food. We will definitely back again. Mona from nepal 🇳🇵 .thanks guys,best place try authentic tapa atmosphere lovely friendly staff amazing food definitely back mona nepal thanks guy,27,8
1441, 2019,4,5,4,Excellent in every way!,"Saw the good reviews on trip advisor and had to try it. Stood in a queue for approx. 30 minutes, but it was well worth the wait; we were offered drinks as we waited and that was just the start of the excellent service. Naty our server was so attentive and pleasant; amazing service for our entire stay from Naty. The tapas were fresh, delicious and reasonably priced. Option 2: more than enough food for two. Loved every bit of our experience.Show less",saw good review trip advisor try stood queue approx 30 minute well worth wait offered drink waited start excellent service naty server attentive pleasant amazing service entire stay naty tapa fresh delicious reasonably priced option 2 enough food two loved every bit experienceshow le,83,38
1442, 2019,4,6,5,There are better places,"Like many we went here based on the reviews on TA. Waited a few minutes for a table. Friendly staff but beyond that it disappointed, had a set menu as it wasn't really clear of other choices, weren't offered another menu and couldn't see a board anywhere with anything else on. Definitely a tourist trap and not worth the effort, nothing special about the food. Save yourself a wait in the queue and try somewhere else.Show less",like many went based review ta waited minute table friendly staff beyond disappointed set menu wasnt really clear choice werent offered another menu couldnt see board anywhere anything else definitely tourist trap worth effort nothing special food save wait queue try somewhere elseshow le,77,35
1443, 2019,4,7,4,Cozy little tapas bar,"Wow! This tapas bar exceeded our expectations. From the amazing service (thanks Naty!) to the delicious tapas and sangria, Bodega Biarritz 1881 was perfection! The food is freshly made to order and piping hot ( no cold little tapas sitting in the window for hours). we got 2 appetizers with the 8 surprise tapas, and Naty our server picked the best combination of tapas! If we’re ever in Barcelona again, we will return!Show less",wow tapa bar exceeded expectation amazing service thanks naty delicious tapa sangria bodega biarritz 1881 perfection food freshly made order piping hot cold little tapa sitting window hour got 2 appetizer 8 surprise tapa naty server picked best combination tapa ever barcelona returnshow le,74,27
1444, 2019,4,7,4,Such great service and food! Tapas!,"What a great experience! We were greeted by Naty at the door who carefully explained that they don't serve seafood or take credit cards. Neither was a problem for us. Naty sat us down at the bar in the very small restaurant and explained our tapas choices to us. We went with Option Two and had several full plates of delicious tapas to try. As we ate, we visited with the staff (all so very friendly, especially Naty and Stefi) and enjoyed ourselves thoroughly. We can't wait to visit Barcelona and see them all again. This review is a month late, but we want to encourage everyone to try this spot. Thank you, Bodega Biarritz, from Cyndi and Dan.Show less",great experience greeted naty door carefully explained dont serve seafood take credit card neither problem u naty sat u bar small restaurant explained tapa choice u went option two several full plate delicious tapa try ate visited staff friendly especially naty stefi enjoyed thoroughly cant wait visit barcelona see review month late want encourage everyone try spot thank bodega biarritz cyndi danshow le,120,55
1445, 2019,4,7,4,Yummy tapas,"Great little bar restaurant with yummy tapas and a great atmosphere. They offer a set menu but if you dont want that they have a board with other options. Enjoy, we certainly did.",great little bar restaurant yummy tapa great atmosphere offer set menu dont want board option enjoy certainly,33,15
1446, 2019,4,8,5,Very underwhelming,"We came here because of the high yelp review and was like 1 hour wait. Majority of the ppl who visit are tourist and the food is honestly not impressive at all. I wouldn’t say it’s not good but it really lacks of variety. Everything is pre cooked and then heat up. It’s pretty cheap but there are so many great and cheap tapa place around, this really doesn’t deserve the hype and definitely not the wait. Don’t go.Show less",came high yelp review like 1 hour wait majority ppl visit tourist food honestly impressive wouldnt say good really lack variety everything pre cooked heat pretty cheap many great cheap tapa place around really doesnt deserve hype definitely wait dont goshow le,80,34
1447, 2019,5,10,4,Best Tapas Experience in Barcelona,"We visited Bodega Biarritz after it was recommended by a friend and it didn’t disappoint! We have tried multiple Tapas menus in Barcelona before this and this place was by far the best experience and food! Jennifer was very knowledgeable and patient with us English speaking travelers. We selected the €40 surprise Tapas and it was a great choice of Jennifer picking our dishes. Lots of variety to choose from, and if you don’t like something, they happily exchange it. These Aussies left very full and happy!Show less",visited bodega biarritz recommended friend didnt disappoint tried multiple tapa menu barcelona place far best experience food jennifer knowledgeable patient u english speaking traveler selected 40 surprise tapa great choice jennifer picking dish lot variety choose dont like something happily exchange aussie left full happyshow le,88,40
1448, 2019,5,10,4,Retirement,great food atmosphere good typically Spanish I assume being an English visitor Staff were very friendly and knowledgeable especially Sylvia Nothing was too much trouble always asking if food was ok,great food atmosphere good typically spanish assume english visitor staff friendly knowledgeable especially sylvia nothing much trouble always asking food ok,31,10
1449, 2019,5,10,4,Best Tapas Bar in Barcelona,Sabrina is the best! Give her the Job!!! ❤️ We ❤️ Sabrina Food was Great and the Sangria was one of the best I ever drank.,sabrina best give job sabrina food great sangria one best ever drank,26,12
1450, 2019,5,11,4,Trio in Barcelona,"Really nice tapas bar the service was excellent, the food really good , good vibes in that restaurant . I really recommend. My favorite restaurant during my trip in Barcelona.",really nice tapa bar service excellent food really good good vibe restaurant really recommend favorite restaurant trip barcelona,30,10
1451, 2019,5,11,4,Great food and service,"I was in this restaurant for my birthday, the food was tasty great atmosphire, the owner Oliver was omni present explained every dish for us... we really had a great moment . Recommend it !!",restaurant birthday food tasty great atmosphire owner oliver omni present explained every dish u really great moment recommend,35,15
1452, 2019,5,12,4,Fantastic Tapas Concept,"Very small but it was great! Get the $40 sampler of 8 tapas to share for 2, and the house wine. Our server Mona picked all the courses after asking our likes and dislikes and it was great! If we had more time in Barcelona I may have even gone back because there were about 12 things we didn't try. Don't worry, we were full! CASH ONLY!Show less",small great get 40 sampler 8 tapa share 2 house wine server mona picked course asking like dislike great time barcelona may even gone back 12 thing didnt try dont worry full cash onlyshow le,68,35
1453, 2019,5,12,5,Don't be fooled by the reviews,"This is a review of the food only - the staff were all excellent and super friendly.The food - I have to believe that these were the first tapas (or Spanish food, period) ever experienced by the people who left 5 star reviews here.We tried 6 or 7 different ""tapas"" which, after sitting out on the bar for who knows how long, are selected to be reheated in an oven. *Nothing* here is made to order. Although this can sometimes be overcome when the food is high quality - this ain't it.Perhaps we were jaded from San Sebastián, but this was by far the most average food we had after spending the past two weeks in Granada, Cordoba, Seville, and San Sebastián.We waited in line for about 45 minutes (place seats about 20 people, max), but I'm not even factoring this into my rating.Don't be fooled.Show less",review food staff excellent super friendlythe food believe first tapa spanish food period ever experienced people left 5 star review herewe tried 6 7 different tapa sitting bar know long selected reheated oven nothing made order although sometimes overcome food high quality aint itperhaps jaded san sebastián far average food spending past two week granada cordoba seville san sebastiánwe waited line 45 minute place seat 20 people max im even factoring ratingdont fooledshow le,147,68
1454, 2019,5,13,4,Just go here!,"Great little spot for a date. Really authentic tapas. There’s no menu - they just give you an array of tapas dishes, each one better than the last. Very fun to share. Our sever Gianmarco was a helpful and hilarious!!",great little spot date really authentic tapa there menu give array tapa dish one better last fun share sever gianmarco helpful hilarious,40,17
1455, 2019,5,15,4,Best spot ever,The tapas are amazing and the staff is magical. They make the whole experience worth the wait and I have now been here 3 times in the last week.,tapa amazing staff magical make whole experience worth wait 3 time last week,29,16
1456, 2019,5,15,4,Fantastic tapas restaurant,"Very nice location, good food, and especially excellent service by our waiter Gianmarco who made us feel greatly comfortable",nice location good food especially excellent service waiter gianmarco made u feel greatly comfortable,19,5
1457, 2019,5,16,4,Bodega Biarritz1881.Beyond the Ramblas.,"We arrived in Barcelona on Sunday and headed for Biarritz in the evening.I had been the previous two years and knew how good it was.We were greeted by Mona and served by Oliver.We chose our own dishes after each one had been described to us.The food was as good as ever but it is the staff and general ambience that make this place really special.We told Oliver that we would be back on Wednesday and we were.It was very good and very telling to be recognised by Mona as we waited in the queue outside.Once inside Oliver came to serve us and we let him choose our dishes,He came up with great selection and once again the friendly service and atmosphere were a big plus.Ignore the photo food places on the Ramblas come here if you want the real taste and feel of Barcelona.Show less",arrived barcelona sunday headed biarritz eveningi previous two year knew good waswe greeted mona served oliverwe chose dish one described usthe food good ever staff general ambience make place really specialwe told oliver would back wednesday wereit good telling recognised mona waited queue outsideonce inside oliver came serve u let choose disheshe came great selection friendly service atmosphere big plusignore photo food place ramblas come want real taste feel barcelonashow le,145,74
1458, 2019,5,16,4,Delicious Tapas !,It was really delicious. We ordered option two and it was enough for two person. Staff were very friendly and they also informed us about each tapas and their ingredients.,really delicious ordered option two enough two person staff friendly also informed u tapa ingredient,30,15
1459, 2019,5,17,4,Great Tapas and Great Atmosphere,"Such a lovely restaurant, the food was amazing! We opted for tapas menu for 2 and they bring a selection of 8 dishes, they were all so tasty and throughly enjoyed each one. Oliver the waiter was great and so friendly, he moved us to the bar so we were more comfortable which was great. I would highly recommend this place to anyone and great value for money.Show less",lovely restaurant food amazing opted tapa menu 2 bring selection 8 dish tasty throughly enjoyed one oliver waiter great friendly moved u bar comfortable great would highly recommend place anyone great value moneyshow le,69,35
1460, 2019,5,19,4,Great tapas,"We had here our first dinner when we arrived for Easter weekend to Barcelona.it was a great experience - we tried new tapas, sangria.everything was really delicious!tapas menu for two was a great option - we tried 8 different tapas :) and Mona who served us was great :)Show less",first dinner arrived easter weekend barcelonait great experience tried new tapa sangriaeverything really delicioustapas menu two great option tried 8 different tapa mona served u great show le,50,19
1461, 2019,5,19,4,The best meal in Barcelona!,Came here due to the amazing reviews- was not disappointed!We arrived around 7pm which is early for Barcelona but it was worth it. We only had to queue for max 20 minutes and the lovely Oliver brought us drinks whilst we waited! Everyone else in the queue was excited tourists like us so conversation flowed too.The restaurant is so tiny and has a really lovely atmosphere. All the delicious food is laid out on the bar so you can pick pieces or go for the surprise option! 100% recommend you do this. Oliver asked our preferences (e.g. spicy or not spicy) and brought us 8 dishes that were so yummy! He explained every one to us including ingredients and origins from the areas of Spain.The service and the food is fantastic and easily one of the best places we have ever been to! Don’t miss this! Thanks Oliver!!!Show less,came due amazing review disappointedwe arrived around 7pm early barcelona worth queue max 20 minute lovely oliver brought u drink whilst waited everyone else queue excited tourist like u conversation flowed toothe restaurant tiny really lovely atmosphere delicious food laid bar pick piece go surprise option 100 recommend oliver asked preference eg spicy spicy brought u 8 dish yummy explained every one u including ingredient origin area spainthe service food fantastic easily one best place ever dont miss thanks olivershow le,149,64
1462, 2019,5,2,4,Well worth the wait!,Incredible food for an amazing price! Our server was Olivier and he was great (funny and friendly) A bit of a wait outside but well worth it. Highly recommend checking it out :),incredible food amazing price server olivier great funny friendly bit wait outside well worth highly recommend checking,33,14
1463, 2019,5,2,4,One Of A Kind,"The food was amazing and the place though small was really cosy. But, the service was truly the best of the best.Oliver was so thorough with his explanations and extremely friendly and patient with us.We recommend coming in early, 7pm thereabouts and just enjoy yourself!Show less",food amazing place though small really cosy service truly best bestoliver thorough explanation extremely friendly patient uswe recommend coming early 7pm thereabouts enjoy yourselfshow le,46,20
1464, 2019,5,2,4,Highly recommended *****,"Excellent service and the food was incredible, full of flavour and very filling. I'd recommend the €40 full expericance and special thanks to Oliver the waiter for explaining everything. Don't be put off by the queue outside, the food is worth the wait.Hari & CatrinShow less",excellent service food incredible full flavour filling id recommend 40 full expericance special thanks oliver waiter explaining everything dont put queue outside food worth waithari catrinshow le,46,19
1465, 2019,5,2,4,Amazing Tapas!,We went to this place on ourfirst night in Barcelona after reading the reviews online and wasn’t disappointed!The set menu was such good value for the amount and quality of the food!The waiter Oliver was really friendly and knowledgeable about the food.Note that there’s no reservations due to the size of the restaurant - there’s only space for 20 people maximum inside.We arrived at 7pm and waited around 40 minutes for a table but it was well worth it. Highly recommend.Show less,went place ourfirst night barcelona reading review online wasnt disappointedthe set menu good value amount quality foodthe waiter oliver really friendly knowledgeable foodnote there reservation due size restaurant there space 20 people maximum insidewe arrived 7pm waited around 40 minute table well worth highly recommendshow le,82,34
1466, 2019,5,20,4,"Fabulous food, great staff","We attempted to get in to this tiny gem, but were doomed to an hour wait, so we gave up, with the intent to return the next night, upon opening at 5PM. Best plan ever!!!! If you are looking for a cozy little place with friendly staff and amazing food, this is a must!!! The selection of tapas is outstanding and the staff are incredibly attentive. Thanks to our adorable Sophia who served us brilliantly, and to Olivier who made sure our every whim was catered to. Will definitely visit again while in Barcelona.Show less",attempted get tiny gem doomed hour wait gave intent return next night upon opening 5pm best plan ever looking cozy little place friendly staff amazing food must selection tapa outstanding staff incredibly attentive thanks adorable sophia served u brilliantly olivier made sure every whim catered definitely visit barcelonashow le,95,44
1467, 2019,5,21,4,A must do experience in Barcelona!,"If you love tapas you'll love this place. The restaurant is small but actually this only adds to the atmosphere. We just loved it! The food is delicious and a wide variety. The olives are fab, if you're an olive order a portion!Sabrina, our waitress was super. Her friendliness and politeness made the whole experience even more enjoyable. To top it all off it's so reasonably priced. You can't book in advance so be warned there'll prob be a queue unless you get there early!Show less",love tapa youll love place restaurant small actually add atmosphere loved food delicious wide variety olive fab youre olive order portionsabrina waitress super friendliness politeness made whole experience even enjoyable top reasonably priced cant book advance warned therell prob queue unless get earlyshow le,86,43
1468, 2019,5,22,4,Perfect,"The food was perfect, even better than the last time i was here. The location and the service from Oliver was also fantastic. We will be back.",food perfect even better last time location service oliver also fantastic back,27,14
1469, 2019,5,22,4,Excellent food,"This place is very popular and doesnt accept bookings, so you get there early and que outside, since its very small. The waitress actually comes outside and takes drink orders, so that you get your drink while waiting outside for a table!The service is very typically spanish. Everyone is friendly, but in no real hurry to take your order or otherwise assist you. We actually got someone elses check, which was about 50% higher than ours, and had to point out the mistake.The food however, the food is EXCELLENT! Value for money is outstanding and I would return in a heartbeat!Show less",place popular doesnt accept booking get early que outside since small waitress actually come outside take drink order get drink waiting outside tablethe service typically spanish everyone friendly real hurry take order otherwise assist actually got someone el check 50 higher point mistakethe food however food excellent value money outstanding would return heartbeatshow le,102,46
1470, 2019,5,22,4,Great first-time tapas experience!,"My husband and I had dinner here two nights ago and we enjoyed it so much, we are going back tonight. It was such a great experience! I was a little intimidated by the tapas experience, because I do not speak the language... but I really wanted the tapas experience! This was a great choice for a first time experience. The staff were very friendly and were kind enough to explain everything. And the tapas... delicious!!!!!Show less",husband dinner two night ago enjoyed much going back tonight great experience little intimidated tapa experience speak language really wanted tapa experience great choice first time experience staff friendly kind enough explain everything tapa deliciousshow le,77,41
1471, 2019,5,23,4,Perfect,We would like to recommend this restaurant to everybody. Jessica helped us a lot to have the perfect Tapas experience :). The atmosphere is really good and you can have enjoyable hours with reallu delicious tapas.We would like to come everytime again and again to here.Show less,would like recommend restaurant everybody jessica helped u lot perfect tapa experience atmosphere really good enjoyable hour reallu delicious tapaswe would like come everytime hereshow le,47,20
1472, 2019,5,23,4,Must Visit!,"Went back to the restaurant for a second time before we headed back to SG as every dish there was great! Exquisite food and they will explain each dish to you which helps us to appreciate it more. Service was very personalised, Oliver and the other hosts were all very friendly making the place feel like home when were back in Barcelona. Highly recommended to order the surprise menu where they’ll decide on the dishes for you. Enjoy!Show less",went back restaurant second time headed back sg every dish great exquisite food explain dish help u appreciate service personalised oliver host friendly making place feel like home back barcelona highly recommended order surprise menu theyll decide dish enjoyshow le,79,37
1473, 2019,5,23,5,Excellent service but ordinary food,"If you want to be looked after like a baby, then come. If you want to taste some delicious tapas especially seafood, then don't come.",want looked like baby come want taste delicious tapa especially seafood dont come,25,13
1474, 2019,5,24,4,Lovely food service and atmosphere,"I went to this place based on TripAdvisor recommendations. Please note they have two branches of the same restaurant along the same street around 100 meters apart. One is bigger than the other and can accommodate bigger groups.The place is in the gothic quarter off La Rambla street. It is not so big, but perhaps it’s crowdedness and coziness adds to the atmosphere.I was received and accommodated quickly. Jenni attended to me explained my options, and I ended up seated at bar table having a Cabarnet Catalunya wine, and two traditional CatalunyanTapas: Trinxta and escalivada. Trinxta is potatoes, eggs, and Iberian ham, while escalivada is a vegetarian dish containing peppers and mushrooms. Soon Jennifer alerted me that a table was free where I can sit and eat more comfortably. I was offered a free Bayleys-like shooter at the end.The atmosphere is nice: crowded, nice music playing, very lively. So many dishes to choose from including Pinxas in the bar.I enjoyed it, recommended!Show less",went place based tripadvisor recommendation please note two branch restaurant along street around 100 meter apart one bigger accommodate bigger groupsthe place gothic quarter la rambla street big perhaps crowdedness coziness add atmospherei received accommodated quickly jenni attended explained option ended seated bar table cabarnet catalunya wine two traditional catalunyantapas trinxta escalivada trinxta potato egg iberian ham escalivada vegetarian dish containing pepper mushroom soon jennifer alerted table free sit eat comfortably offered free bayleyslike shooter endthe atmosphere nice crowded nice music playing lively many dish choose including pinxas bari enjoyed recommendedshow le,163,69
1475, 2019,5,24,4,A pictoresque French corner in Barcelona,The place has such a nice and evocative atmosphere that you have the impression to be in France. Tapas are excellent. The waitress are very professional and friendly. Sophia cheered our evening up and Sylvia even explained the menu in Italian.Very conveniently located.....a must go in Barcelona!Show less,place nice evocative atmosphere impression france tapa excellent waitress professional friendly sophia cheered evening sylvia even explained menu italianvery conveniently locateda must go barcelonashow le,48,23
